Restaurante ID,Nombre,Ciudad,Direccion,Localidad,Comida,Delivery,Rango precio,Rating texto,Votos
9552,Madan's Kabab Centre,New Delhi,"1515, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Mughlai",No,2,Average,31.0
308156,Midnight Fries,New Delhi,"D 40, Industrial Area, Kirti Nagar, New Delhi",Kirti Nagar,"Chinese, Italian, Fast Food",Yes,2,Average,46.0
308189,Moradabadi Biryani,New Delhi,"E 361, Double Storey, Ramesh Nagar, Near, Kirti Nagar, New Delhi",Kirti Nagar,"Lucknowi, Biryani",No,1,Average,9.0
300448,Namdhari's Icecream & Bakers,New Delhi,"J-38, Near Ramesh Nagar, Najafgarh Road, Kirti Nagar, New Delhi",Kirti Nagar,"Desserts, Bakery, Fast Food",No,1,Average,23.0
311944,Pahariya Chicken Corner,New Delhi,"Shop 2, New Market, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Raw Meats, Fast Food",No,1,Average,7.0
9550,Pahariya Chicken,New Delhi,"C-5, Tilak Market, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,North Indian,No,1,Average,15.0
18198179,Pappi Machhi Wala,New Delhi,"Opposite Adarsh School, Near Furniture Market, Kirti Nagar, New Delhi",Kirti Nagar,North Indian,No,1,Average,9.0
7400,Pizza Hut Delivery,New Delhi,"A-25, Tagore  Market, Kirti Nagar, New Delhi",Kirti Nagar,"Italian, Pizza, Fast Food",Yes,2,Average,67.0
309289,Polka Cakes & Coffee,New Delhi,"Shop 5/27, Near Gurudwara, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Fast Food, Chinese, Bakery",No,1,Average,17.0
18365872,Punjabi Joint,New Delhi,"Shop 1, 40 DLF Industrial Area, Alishan Building, Kirti Nagar, New Delhi",Kirti Nagar,"Mughlai, North Indian, Chinese",No,2,Average,4.0
9050,Rain Tree Grill,New Delhi,"A-8, Kailash Park, Near Metro Pillar 326, Opposite Kalra Hospital, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese, Mughlai",Yes,3,Average,74.0
18366011,Resunga Food Corner,New Delhi,"Shop 24, Tilak Market, Near Gol Chakkar, Kirti Nagar, New Delhi",Kirti Nagar,"Chinese, Mughlai",No,2,Average,5.0
305720,Shri Ram Poori Wale,New Delhi,"Near Metro Pillar 316, Najafgarh Road, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,Street Food,No,1,Average,8.0
4036,Supa's Restaurant,New Delhi,"H-31, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese",No,2,Average,50.0
5658,Swad Fast Food,New Delhi,"34A, Single Storey, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Chinese, South Indian",No,1,Average,16.0
5659,Syall Kotian Da Dhaba,New Delhi,"45-46, Banda Bairagi Market, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,North Indian,No,2,Average,20.0
18265677,The Krib,New Delhi,"A-8, Kailash Park, Near Metro Pillar 326, Opposite Kalra Hospital, Kirti Nagar, New Delhi",Kirti Nagar,"Italian, Continental",No,4,Average,14.0
309998,Turtle Bay,New Delhi,"Plot 8, Laxmi Garden, Opposite Metro Pillar 337, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese, Fast Food",No,3,Average,74.0
18201995,Yakooz,New Delhi,"C-7, Tilak Market, Major Pankaj Batra Marg, Block 6, Sharda Puri, Ramesh Nagar, Near Kirti Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Hyderabadi, North Indian",No,2,Average,20.0
306245,Above & Beyond,New Delhi,"A 22-23, 1st Floor, Tagore Market, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese, Mughlai, Continental",Yes,3,Good,133.0
306168,Bawa Chicken,New Delhi,"42, DLF Industrial Area, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Mughlai, Chinese",No,2,Good,98.0
18365996,Chatore,New Delhi,"Shop 2, I-78, Main Market, Kirti Nagar, New Delhi",Kirti Nagar,Street Food,No,1,Good,26.0
311448,Chocomore,New Delhi,"2nd Floor, F 40, Kirti Nagar, New Delhi",Kirti Nagar,Bakery,No,2,Good,68.0
303350,Clay 1 Grill,New Delhi,"A-10, 1st Floor, Najafgarh Road, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Mughlai",No,3,Good,283.0
18378056,Firangi Island,New Delhi,"62, Rama Road, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese, Continental, Italian",No,3,Good,21.0
9513,Jeet Chaat Bhandar,New Delhi,"Opposite Metro Pillar 367, Near Red Light, Kirti Nagar, New Delhi",Kirti Nagar,Street Food,No,1,Good,23.0
18303704,Mr. Grill,New Delhi,"Shop  4, A-1, Ground Floor, Kailash Park, Near Metro Pillar 330, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese",Yes,2,Good,55.0
308111,Tikka Junction,New Delhi,"N-40, Opposite Scooter Market, Kirti Nagar, New Delhi",Kirti Nagar,"North Indian, Chinese",Yes,2,Good,102.0
312922,Momos Hut & Chinese Food,New Delhi,"6, Single Storey, Ground Floor, Near Gurudwara Singh Sabha, Kirti Nagar, New Delhi",Kirti Nagar,"Chinese, Fast Food",No,2,Poor,20.0
3918,Wah Ji Wah,New Delhi,"B-6/1, Double Story, Near Metro Pillar 371, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,North Indian,No,1,Poor,54.0
308784,Yo! China,New Delhi,"Shop 5, 2nd Floor, Food Court, Moments Mall, Kirti Nagar, New Delhi",Kirti Nagar,Chinese,Yes,2,Poor,39.0
2316,Aapki Apni Rasoi,New Delhi,"F 20/10 Mandir Marg, Near Goyal Book Depot, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Average,6.0
2315,Aapki Rasoi,New Delhi,"F 20/10 Mandir Marg, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Average,15.0
313307,Advance Bakery,New Delhi,"A-8, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,"Bakery, Fast Food, Street Food",No,1,Average,7.0
301208,Apni Rasoi,New Delhi,"A-45/2, Swana Cinema Road Main Chowk, East Azad Nagar, Near Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese",No,1,Average,16.0
18386203,Bakeyard,New Delhi,"26A South Anarkali Extension Opposite Community center, Baldev Park, Krishna Nagar, New Delhi",Krishna Nagar,Bakery,No,1,Average,6.0
18258507,Bharat Chicken Inn Foods,New Delhi,"157, Jheel Khuranja, Krishna Nagar, New Delhi",Krishna Nagar,Mughlai,No,1,Average,9.0
313091,Bobby Veg Corner,New Delhi,"F-1/1, Krishna Nagar, New Delhi",Krishna Nagar,Chinese,No,1,Average,5.0
313381,Brunch Point,New Delhi,"B-15, Opposite Khandelwal Hospital, East, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Average,4.0
301201,Bunty Dhaba,New Delhi,"410, Jheel Khuranja, Opposite 310 Bus Stop, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese",Yes,2,Average,50.0
309496,Chandni Chowk Ka Sonu Parathe Wala,New Delhi,"Opposite Jheel Khuranja Bus Stop, Krishna Nagar, New Delhi",Krishna Nagar,Street Food,No,1,Average,12.0
2297,Chankya,New Delhi,"C-6/1, Mandir Marg, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Fast Food, South Indian",No,2,Average,79.0
305003,Chaudhary Di Hatti,New Delhi,"4, Post Office Block, Near Arya Samaj Mandir, Krishna Nagar, New Delhi",Krishna Nagar,"Desserts, Street Food",No,1,Average,20.0
306310,Cook Du Kdu,New Delhi,"B-15, Near Shri Ram Singh Hospital, East Krishna Nagar, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese, Mughlai",Yes,2,Average,52.0
18332058,Daawat Restaurant,New Delhi,"D-3/11, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese, South Indian",Yes,2,Average,26.0
18128895,Delhi Dairy,New Delhi,"D-10, Main Kanti Nagar Market, Krishna Nagar, New Delhi",Krishna Nagar,"Fast Food, North Indian, South Indian, Chinese, Bakery",No,1,Average,11.0
312747,Domino's Pizza,New Delhi,"Ground Floor, 10, Shiv Puri, Main Patparganj Road, Krishna Nagar, New Delhi",Krishna Nagar,"Pizza, Fast Food",No,2,Average,13.0
6128,Domino's Pizza,New Delhi,"K-74/A, Chachi Building, Krishna Nagar, New Delhi",Krishna Nagar,"Pizza, Fast Food",No,2,Average,75.0
304994,F 2 Pastry Shop,New Delhi,"4 Post Office Block, Near Rupa Ice Cream Parlour, Krishna Nagar, New Delhi",Krishna Nagar,"Bakery, Fast Food",No,1,Average,26.0
313132,Food Villa,New Delhi,"A-5/18  Krishna Nagar, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese",No,2,Average,10.0
18423095,Goosebumps,New Delhi,"11, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,"Ice Cream, Desserts",No,1,Average,6.0
18378024,Gulab,New Delhi,"F-3/18, Krishna Nagar, New Delhi",Krishna Nagar,"Mithai, North Indian",No,2,Average,12.0
313508,Health Buzzz,New Delhi,"F-9/19, Krishna Nagar, New Delhi",Krishna Nagar,Healthy Food,Yes,1,Average,22.0
301213,Jain Dhaba,New Delhi,"412/C, Jheel Kuranja, Opposite 310 Bus Stop, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Average,30.0
8293,Jeeta Kulfi Walle,New Delhi,"D 3/1, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,Desserts,No,1,Average,12.0
309495,Kamal Meat House,New Delhi,"420/2, Jheel Khuranja Chowk, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Average,15.0
305565,Katyani Rasoi,New Delhi,"14/13, Near Happy English School, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Average,10.0
309489,Magic Masala,New Delhi,"C-7/1, Mandir Marg, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, South Indian",No,1,Average,11.0
3772,Masala Magic,New Delhi,"C-1/10, Lal Quarters, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, South Indian, Fast Food",No,1,Average,16.0
301204,Mother Sweets,New Delhi,"H-9, Vijay Chowk, Krishna Nagar, New Delhi",Krishna Nagar,Mithai,No,1,Average,15.0
18421495,Panj Taara,New Delhi,"C 1/10, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,2,Average,8.0
306656,Prince Fried N Grilled Chicken,New Delhi,"Shop 3, Block C, Shivpuri, Main Patparganj Road, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Average,18.0
18126085,Punjabi's Veg Grill,New Delhi,"Shop 2, F-1/9, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Fast Food",No,1,Average,10.0
308942,Raja Chat Corner,New Delhi,"2/18, F Block, Krishna Nagar, New Delhi",Krishna Nagar,Street Food,No,1,Average,20.0
309254,Rajshree,New Delhi,"C 1/9, Red Quarter, CCN Building, Main Market, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese",No,2,Average,16.0
301417,Sachdeva Chicken Corner,New Delhi,"Main Khureji Khas Road, Jheel Khuranja, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,2,Average,39.0
301203,Shree Rathnam,New Delhi,"251/3, Post Office Block, Krishna Nagar, New Delhi",Krishna Nagar,"South Indian, North Indian, Chinese",Yes,2,Average,66.0
18014143,Sialkot,New Delhi,"13-A, Shivpuri, Opposite 14 Block, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Average,7.0
309793,Singh-O-Singh Kebabs,New Delhi,"32, Satnam Park, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Mughlai",Yes,2,Average,54.0
6131,Super Snacks,New Delhi,"Main Market, Krishna Nagar, New Delhi",Krishna Nagar,"South Indian, Fast Food, Street Food",No,2,Average,44.0
309498,Tandoori Night,New Delhi,"153, Jheel Khuranja Main Road, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Mughlai",No,2,Average,15.0
1274,The Chaupal Bar And Restaurant,New Delhi,"F3/11, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, North Indian",No,2,Average,14.0
18431416,The Grill Point,New Delhi,"A-2, Krishna Nagar Extension, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, Mughlai, North Indian",No,1,Average,4.0
309481,The Roll Hut,New Delhi,"439, Near Bank of Baroda, Jheel Khurenja, Near Pal Motors, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, Fast Food",No,1,Average,13.0
301207,Triveni,New Delhi,"472 B, Dayanand Marg, Jheel Khuranja, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, South Indian, Chinese, Fast Food",No,1,Average,31.0
18409201,Gokul Foods,New Delhi,"11, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese",No,2,Good,22.0
308938,Papa Pizza,New Delhi,"J-2/1 , Near Pragati Eye Center, Krishna Nagar, New Delhi",Krishna Nagar,"Pizza, Fast Food",No,1,Good,21.0
18282453,Aalishaan,New Delhi,"59, Indra Park Extension, Som Bazar Road, Near, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, North Indian",No,1,Not rated,2.0
18434966,Amritsari Chaat Bhandar,New Delhi,"D-3/1, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,Street Food,No,1,Not rated,1.0
18349764,Bansal Foods,New Delhi,"Near Police Chowki, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,2,Not rated,0.0
18421474,Bhatia Chinese Food,New Delhi,"9, Satnam Park, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, South Indian, Fast Food",No,1,Not rated,0.0
18377904,Break Fast Junction,New Delhi,"32, Satnam Park, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Not rated,0.0
18421482,Breakfast Hut,New Delhi,"29, Satnam Park, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Not rated,0.0
18433869,Buddy 's. Pizza,New Delhi,"F1/1, Krishna Nagar, New Delhi",Krishna Nagar,Pizza,No,1,Not rated,0.0
18376495,Chai Garam,New Delhi,"E-7A/10, Sethi Chowk, Krishna Nagar, New Delhi",Krishna Nagar,"Beverages, Fast Food",No,1,Not rated,0.0
309483,Deepu Fish & Chicken,New Delhi,"A 11, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,2,Not rated,2.0
18217428,deliKitchen,New Delhi,"Baldev Park, Krishna Nagar, New Delhi",Krishna Nagar,"North Indian, Chinese, South Indian, Fast Food",No,1,Not rated,3.0
18323446,Dial A Cake,New Delhi,"C-1/15, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,"Bakery, Fast Food",Yes,1,Not rated,2.0
18423892,Fuel Diet Cafe,New Delhi,"F-2/35, Vijay Chowk, Near Shiv Chowk, Krishna Nagar, New Delhi",Krishna Nagar,Healthy Food,No,1,Not rated,0.0
18432000,GO CHATZ With Breadz,New Delhi,"D6/9, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, Fast Food",No,1,Not rated,1.0
18261956,Goldy Chat Bhandar,New Delhi,"X/3478, Street 4, Raghubarpura Main Road, Near Shani Mandir, Krishna Nagar, New Delhi",Krishna Nagar,Street Food,No,1,Not rated,0.0
18378017,Green Chick Chop,New Delhi,"A-4/17, Krishna Nagar, New Delhi",Krishna Nagar,"Raw Meats, Fast Food",No,1,Not rated,2.0
18126099,Hungry Heights,New Delhi,"Shop 5, F-1/9, Krishna Nagar, New Delhi",Krishna Nagar,Fast Food,No,1,Not rated,2.0
18423101,Kebabish,New Delhi,"7/1, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,2,Not rated,0.0
18376513,Khalsa Dhaba,New Delhi,"Jheel Kuranja, Opposite 310, Bus Stop, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Not rated,0.0
18432218,Khanna's Hot Pizza,New Delhi,"Shop 5, F-1/9, Lal Quarter, Krishna Nagar, New Delhi",Krishna Nagar,Pizza,No,1,Not rated,1.0
18255168,Lets Eat Veg,New Delhi,"C-7/1, Mandir Marg, Lal Quarter Market, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Not rated,2.0
18384143,Mitra Da Dhabha,New Delhi,"2 Shiv Puri, Patparganj Road, Near Abhishek Banquet Hall, Krishna Nagar, New Delhi",Krishna Nagar,"Mughlai, North Indian",No,1,Not rated,0.0
18222598,Murliwala Bakers,New Delhi,"1, New Govind Park, Krishna Nagar, New Delhi",Krishna Nagar,"Bakery, Fast Food",No,1,Not rated,0.0
18431979,Panjabi Chic-Shoppe,New Delhi,"F3/10, Krishna Nagar, New Delhi",Krishna Nagar,"Raw Meats, Street Food",No,1,Not rated,0.0
313225,Raj Petha Bhandar,New Delhi,"C8/1, Mandir Marg, Krishna Nagar, New Delhi",Krishna Nagar,Mithai,No,1,Not rated,1.0
18423103,Ramlal Sweets,New Delhi,"C 5, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,Mithai,No,1,Not rated,0.0
308940,Sanjha Chula Baba Da,New Delhi,"F-2/9, Krishna Nagar, New Delhi",Krishna Nagar,North Indian,No,1,Not rated,1.0
18433871,Sri Krishna,New Delhi,"F-2/9, Krishna Nagar, New Delhi",Krishna Nagar,Street Food,No,1,Not rated,0.0
308928,Sugandh Corner,New Delhi,"F-4/35, Krishna Nagar, New Delhi",Krishna Nagar,South Indian,No,1,Not rated,3.0
18469838,The Friends Cafe,New Delhi,"F-2/1, Labour Chowk, Krishna Nagar, New Delhi",Krishna Nagar,"Chinese, Italian",No,1,Not rated,0.0
18458342,The Muffin Girl,New Delhi,"C-3/2, Krishna Nagar, New Delhi",Krishna Nagar,Bakery,No,1,Not rated,3.0
18382338,Rainbows,New Delhi,"Ground Floor, F 313/842, Lado Sarai, New Delhi",Lado Sarai,"Bakery, Fast Food",Yes,1,Average,10.0
17977751,The Nest,New Delhi,"Qutab Golf Course, Lado Sarai, New Delhi",Lado Sarai,"Continental, Italian, North Indian",No,4,Good,218.0
18382373,Burger Head Quarter BHQ,New Delhi,"F 21, Lado Sarai, New Delhi",Lado Sarai,Fast Food,No,1,Not rated,1.0
18485936,Chez Jerome - Q Cafe,New Delhi,"344/3, 4th Floor, Lado Sarai, New Delhi",Lado Sarai,"Cafe, French",No,3,Not rated,1.0
18415370,Mr. Billiken,New Delhi,"F-703, Lado Sarai, New Delhi",Lado Sarai,North Indian,No,2,Not rated,0.0
18363216,Mulligan Cafe,New Delhi,"Press Enclave Marg, Lado Sarai, New Delhi",Lado Sarai,"South Indian, Fast Food",No,1,Not rated,1.0
18472689,Naya Adda,New Delhi,"Near 'Made Easy', Lado Sarai, New Delhi",Lado Sarai,Fast Food,No,1,Not rated,0.0
18385727,OCD - Online Cake Delivery,New Delhi,"M-395, Lado Sarai, New Delhi",Lado Sarai,"Bakery, Desserts",No,1,Not rated,1.0
18414508,Puja Sandwich House,New Delhi,"F-291/64, MB Road, Lado Sarai, New Delhi",Lado Sarai,Fast Food,No,1,Not rated,1.0
9571,Ambersari Dhaba,New Delhi,"C-125, Near Flyover Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Fast Food,No,1,Average,44.0
313491,Arabian Knites,New Delhi,"B-206, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Cafe, Chinese",No,2,Average,7.0
18260714,Aryan's Rajasthani Pyaz Ki Kachori,New Delhi,"177, E Block, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Street Food,No,1,Average,4.0
310344,Aviram's Chinese Kitchen,New Delhi,"E- 196, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Chinese, Fast Food",Yes,1,Average,4.0
9875,Bhagwan Sweets,New Delhi,"25, Krishna Market, Near Gurudwara Singh Sabha, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Mithai, North Indian, Chinese, Street Food",No,1,Average,8.0
18396161,Chawla,New Delhi,"E 178, Ground Floor, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese",Yes,1,Average,7.0
9572,Chinese Hut,New Delhi,"C-222, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Chinese, Fast Food",Yes,1,Average,56.0
18371289,Flavourz,New Delhi,"Shop 1D-177, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Fast Food,Yes,1,Average,6.0
18356840,Lets Bake Love,New Delhi,"A 155, Near Samara Honda, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Bakery, Desserts",No,2,Average,4.0
303784,Mahadev Dhaba,New Delhi,"47, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,Yes,1,Average,10.0
9906,Sethi's Food Corner,New Delhi,"37, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Chinese, North Indian",No,2,Average,40.0
305581,Sethi's Restaurant,New Delhi,"C-95, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese, Fast Food",Yes,2,Average,49.0
9588,Sindhi Kulfi,New Delhi,"Lal Sai Market, Near Tiwari Sweets, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Desserts, Ice Cream",No,1,Average,4.0
312798,Sri Kamakshi Vilas,New Delhi,"B-223, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"South Indian, North Indian",No,1,Average,9.0
18361738,The Midnight Hub - C,New Delhi,"G-16, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese, Fast Food",Yes,1,Average,102.0
9579,Anand Ji,New Delhi,"3, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Street Food",No,1,Good,183.0
309816,Happy Hakka,New Delhi,"A-117, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Chinese, Asian, Thai",Yes,2,Good,270.0
307283,Oberoi's,New Delhi,"D-166, Shop 3, Near Railway Crossing, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,Yes,2,Good,75.0
311150,Relax Restaurant,New Delhi,"E-86, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Mughlai",Yes,2,Good,116.0
18294237,Al-Rihan,New Delhi,"Shop 10, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Mughlai,No,1,Not rated,0.0
18455557,All Day 99,New Delhi,"48, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese, South Indian",Yes,1,Not rated,3.0
18425773,Anna Dosa,New Delhi,"Shop 8, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,South Indian,No,1,Not rated,3.0
310358,Chick Chicken House,New Delhi,"A 88, Near Desu Office, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Raw Meats, Fast Food",No,1,Not rated,2.0
18425161,Chicken King,New Delhi,"Ground Floor, C-196, Near Railway Fatak, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Mughlai,No,1,Not rated,1.0
308704,Choco Kraft,New Delhi,"C-107, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Bakery, Desserts",Yes,1,Not rated,2.0
18323603,Cocoalicious Delights,New Delhi,"I-54, First Floor, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Bakery, Desserts",No,1,Not rated,0.0
18025089,FNV,New Delhi,"C-118, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese",No,2,Not rated,2.0
18264993,Food En Vouge,New Delhi,"C-118, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,Yes,1,Not rated,0.0
18429151,Food Junction,New Delhi,"27, Main Market, Nehru Nagar, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Chinese,No,1,Not rated,0.0
18429161,Gian Ji Punjabi Dhaba,New Delhi,"43, Main Market, Nehru Nagar, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,No,1,Not rated,0.0
18425781,Govinda,New Delhi,"E-196B, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Street Food,No,1,Not rated,1.0
18446391,Intermission,New Delhi,"Shop 1, D-166, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Bakery, Fast Food",Yes,1,Not rated,3.0
18481310,Karma Cafe & Lounge,New Delhi,"B-206, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"North Indian, Chinese",Yes,1,Not rated,1.0
18425777,Lotes Bakes,New Delhi,"Shop 55, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Bakery,Yes,1,Not rated,0.0
18429157,New Anna Ka Dosa,New Delhi,"42, Main Market, Near Gurudwara, Nehru Nagar, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,South Indian,No,1,Not rated,1.0
18265712,New Sethi's,New Delhi,"E-209, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Mughlai, North Indian",No,2,Not rated,0.0
9599,Punjab Sweets,New Delhi,"C-222, Near Railway Crossing, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Mithai, Street Food",No,1,Not rated,2.0
18425148,Shri Ram Dhaba,New Delhi,"Shop 18, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,No,1,Not rated,0.0
18265724,Standard Punjabi Food,New Delhi,"E-93, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,Yes,1,Not rated,3.0
18458659,Sunrise Bakery,New Delhi,"C-96, Ground Floor, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Bakery,No,1,Not rated,0.0
18424905,Taste of Spice,New Delhi,"C-222, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,Yes,1,Not rated,0.0
18410302,The Celiac Kitchen,New Delhi,"C-53/54, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,North Indian,No,2,Not rated,0.0
7856,Aggarwal Sweet Corner,New Delhi,"J-35 B, Central Market, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"North Indian, Chinese, Street Food, Mithai",Yes,1,Average,22.0
18365894,Behrouz Biryani,New Delhi,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,Biryani,Yes,2,Average,32.0
18441523,Biryani Blues,New Delhi,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Biryani, Hyderabadi",Yes,3,Average,8.0
18400728,Burger King,New Delhi,"J-2, 25AB, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Burger, Fast Food",Yes,2,Average,45.0
310345,Domino's Pizza,New Delhi,"D/34, Plot 11, Ground Floor, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Pizza, Fast Food",No,2,Average,47.0
9596,Gopal (Sindhi) Restaurant,New Delhi,"1 & 2, Lal Sai Market, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"North Indian, Mughlai",Yes,2,Average,59.0
302577,Kabul Delhi,New Delhi,"I-83, Central Market, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,Afghani,Yes,2,Average,39.0
18334458,Khan Chacha,New Delhi,"D35, Ground Floor, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Mughlai, North Indian",Yes,2,Average,31.0
4847,Pizza Hut Delivery,New Delhi,"K-95, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Italian, Pizza, Fast Food",Yes,2,Average,54.0
